row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_positive_Batch1_C32.mzXML Peak status,global_positive_Batch1_C32.mzXML Peak name,global_positive_Batch1_C32.mzXML Peak m/z,global_positive_Batch1_C32.mzXML Peak RT,global_positive_Batch1_C32.mzXML Peak RT start,global_positive_Batch1_C32.mzXML Peak RT end,global_positive_Batch1_C32.mzXML Peak duration time,global_positive_Batch1_C32.mzXML Peak height,global_positive_Batch1_C32.mzXML Peak area,global_positive_Batch1_C32.mzXML Peak charge,global_positive_Batch1_C32.mzXML Peak # data points,global_positive_Batch1_C32.mzXML Peak FWHM,global_positive_Batch1_C32.mzXML Peak tailing factor,global_positive_Batch1_C32.mzXML Peak asymmetry factor,global_positive_Batch1_C32.mzXML Peak m/z min,global_positive_Batch1_C32.mzXML Peak m/z max,global_positive_Batch1_C31.mzXML Peak status,global_positive_Batch1_C31.mzXML Peak name,global_positive_Batch1_C31.mzXML Peak m/z,global_positive_Batch1_C31.mzXML Peak RT,global_positive_Batch1_C31.mzXML Peak RT start,global_positive_Batch1_C31.mzXML Peak RT end,global_positive_Batch1_C31.mzXML Peak duration time,global_positive_Batch1_C31.mzXML Peak height,global_positive_Batch1_C31.mzXML Peak area,global_positive_Batch1_C31.mzXML Peak charge,global_positive_Batch1_C31.mzXML Peak # data points,global_positive_Batch1_C31.mzXML Peak FWHM,global_positive_Batch1_C31.mzXML Peak tailing factor,global_positive_Batch1_C31.mzXML Peak asymmetry factor,global_positive_Batch1_C31.mzXML Peak m/z min,global_positive_Batch1_C31.mzXML Peak m/z max,global_positive_Batch1_A2.mzXML Peak status,global_positive_Batch1_A2.mzXML Peak name,global_positive_Batch1_A2.mzXML Peak m/z,global_positive_Batch1_A2.mzXML Peak RT,global_positive_Batch1_A2.mzXML Peak RT start,global_positive_Batch1_A2.mzXML Peak RT end,global_positive_Batch1_A2.mzXML Peak duration time,global_positive_Batch1_A2.mzXML Peak height,global_positive_Batch1_A2.mzXML Peak area,global_positive_Batch1_A2.mzXML Peak charge,global_positive_Batch1_A2.mzXML Peak # data points,global_positive_Batch1_A2.mzXML Peak FWHM,global_positive_Batch1_A2.mzXML Peak tailing factor,global_positive_Batch1_A2.mzXML Peak asymmetry factor,global_positive_Batch1_A2.mzXML Peak m/z min,global_positive_Batch1_A2.mzXML Peak m/z max,global_positive_Batch1_A1.mzXML Peak status,global_positive_Batch1_A1.mzXML Peak name,global_positive_Batch1_A1.mzXML Peak m/z,global_positive_Batch1_A1.mzXML Peak RT,global_positive_Batch1_A1.mzXML Peak RT start,global_positive_Batch1_A1.mzXML Peak RT end,global_positive_Batch1_A1.mzXML Peak duration time,global_positive_Batch1_A1.mzXML Peak height,global_positive_Batch1_A1.mzXML Peak area,global_positive_Batch1_A1.mzXML Peak charge,global_positive_Batch1_A1.mzXML Peak # data points,global_positive_Batch1_A1.mzXML Peak FWHM,global_positive_Batch1_A1.mzXML Peak tailing factor,global_positive_Batch1_A1.mzXML Peak asymmetry factor,global_positive_Batch1_A1.mzXML Peak m/z min,global_positive_Batch1_A1.mzXML Peak m/z max,global_positive_Batch2_QC10.mzXML Peak status,global_positive_Batch2_QC10.mzXML Peak name,global_positive_Batch2_QC10.mzXML Peak m/z,global_positive_Batch2_QC10.mzXML Peak RT,global_positive_Batch2_QC10.mzXML Peak RT start,global_positive_Batch2_QC10.mzXML Peak RT end,global_positive_Batch2_QC10.mzXML Peak duration time,global_positive_Batch2_QC10.mzXML Peak height,global_positive_Batch2_QC10.mzXML Peak area,global_positive_Batch2_QC10.mzXML Peak charge,global_positive_Batch2_QC10.mzXML Peak # data points,global_positive_Batch2_QC10.mzXML Peak FWHM,global_positive_Batch2_QC10.mzXML Peak tailing factor,global_positive_Batch2_QC10.mzXML Peak asymmetry factor,global_positive_Batch2_QC10.mzXML Peak m/z min,global_positive_Batch2_QC10.mzXML Peak m/z max,global_positive_Batch2_QC11.mzXML Peak status,global_positive_Batch2_QC11.mzXML Peak name,global_positive_Batch2_QC11.mzXML Peak m/z,global_positive_Batch2_QC11.mzXML Peak RT,global_positive_Batch2_QC11.mzXML Peak RT start,global_positive_Batch2_QC11.mzXML Peak RT end,global_positive_Batch2_QC11.mzXML Peak duration time,global_positive_Batch2_QC11.mzXML Peak height,global_positive_Batch2_QC11.mzXML Peak area,global_positive_Batch2_QC11.mzXML Peak charge,global_positive_Batch2_QC11.mzXML Peak # data points,global_positive_Batch2_QC11.mzXML Peak FWHM,global_positive_Batch2_QC11.mzXML Peak tailing factor,global_positive_Batch2_QC11.mzXML Peak asymmetry factor,global_positive_Batch2_QC11.mzXML Peak m/z min,global_positive_Batch2_QC11.mzXML Peak m/z max
162,285.2565428,11.53931667,nan,,,,2,DETECTED,285.2567 m/z @11.57 [global_positive_Batch1_C32.mzXML],285.2567139,11.56846667,11.52305,11.81028333,0.287233333,284056.5147,1847730.942,0,20,0.094843105,2.427547117,3.384983606,285.256073,285.2568665,DETECTED,285.2567 m/z @11.56 [global_positive_Batch1_C31.mzXML],285.2566528,11.55776667,11.49735,11.7564,0.25905,195945.9036,1273905.242,0,18,0.087564815,1.915199128,2.501834428,285.2564392,285.2570496,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,285.2564 m/z @11.52 [global_positive_Batch2_QC10.mzXML],285.2564329,11.5162,11.5162,11.88688333,0.370683333,61905.51172,576313.5802,0,24,0.156775815,,,285.2558899,285.2567749,ESTIMATED,285.2564 m/z @11.51 [global_positive_Batch2_QC11.mzXML],285.2563718,11.51483333,11.51483333,11.88468333,0.36985,65387.27734,642201.7576,0,24,0.143100445,,,285.2561035,285.2566833
163,256.2625809,12.74240833,nan,,,,4,DETECTED,256.2627 m/z @12.75 [global_positive_Batch1_C32.mzXML],256.2627106,12.75035,12.67356667,13.02555,0.351983333,282878.7714,2412607.961,0,24,0.110497282,2.415509961,3.384112084,256.2623901,256.2629089,DETECTED,256.2626 m/z @12.71 [global_positive_Batch1_C31.mzXML],256.262619,12.71296667,12.63735,13.01595,0.3786,324835.7179,2996602.203,0,26,0.139560938,2.845496034,3.518887625,256.2624207,256.2630005,DETECTED,256.2625 m/z @12.74 [global_positive_Batch1_A2.mzXML],256.2624512,12.74048333,12.68101667,12.95768333,0.276666667,355391.9509,2686765.466,0,20,0.128231566,2.52111648,2.939755326,256.2623596,256.2626038,DETECTED,256.2625 m/z @12.77 [global_positive_Batch1_A1.mzXML],256.2625427,12.76583333,12.69168333,13.0152,0.323516667,627775.1259,4638275.254,0,23,0.11653864,2.057130159,2.636806155,256.2622986,256.2627258,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,121.0838555,8.086670833,nan,,,,2,DETECTED,121.0840 m/z @8.11 [global_positive_Batch1_C32.mzXML],121.0840034,8.105833333,7.798533333,8.65615,0.857616667,277675.5188,3306892.68,0,52,0.19811712,0.778133845,0.430967118,121.0836868,121.0842514,DETECTED,121.0840 m/z @8.04 [global_positive_Batch1_C31.mzXML],121.0839691,8.0406,7.718616667,8.675916667,0.9573,366443.692,4274397.845,0,58,0.178001422,0.768645345,0.410570454,121.0836182,121.0842056,ESTIMATED,121.0838 m/z @8.14 [global_positive_Batch1_A2.mzXML],121.0837751,8.140216667,8.063683333,8.155033333,0.09135,264949.5313,1158122.772,0,7,0.089320043,0.59679878,0.193597561,121.0837555,121.0838089,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,121.0837 m/z @8.06 [global_positive_Batch2_QC11.mzXML],121.0836745,8.060033333,8.060033333,8.481333333,0.4213,218781.2656,1739565.397,0,26,0.111944136,,,121.0835266,121.0839157
165,424.895991,1.695352778,nan,,,,6,DETECTED,424.8962 m/z @1.70 [global_positive_Batch1_C32.mzXML],424.8962097,1.703916667,1.614283333,1.747916667,0.133633333,277251.5049,1316525.694,0,10,0.080188989,0.745444403,0.490888806,424.8955383,424.8971558,DETECTED,424.8963 m/z @1.71 [global_positive_Batch1_C31.mzXML],424.8962708,1.714866667,1.64025,1.788716667,0.148466667,274344.1692,1291363.735,0,11,0.078616654,0.895686074,0.751719809,424.8960266,424.8973694,DETECTED,424.8960 m/z @1.71 [global_positive_Batch1_A2.mzXML],424.8960266,1.712983333,1.638366667,1.757316667,0.11895,242968.0844,980019.0748,0,9,0.067151672,0.797073933,0.677582984,424.8954773,424.8969727,DETECTED,424.8962 m/z @1.70 [global_positive_Batch1_A1.mzXML],424.8961792,1.698216667,1.63895,1.772116667,0.133166667,267044.2922,1069755.894,0,10,0.067647502,1.004390604,1.158899352,424.8954468,424.8974304,DETECTED,424.8957 m/z @1.67 [global_positive_Batch2_QC10.mzXML],424.8956757,1.669966667,1.56425,1.759516667,0.195266667,209823.4571,1155985.957,0,14,0.092962486,0.777779882,0.550695955,424.8947754,424.8968506,DETECTED,424.8956 m/z @1.67 [global_positive_Batch2_QC11.mzXML],424.8955841,1.672166667,1.566916667,1.762016667,0.1951,191205.0033,1104436.38,0,14,0.095743371,0.770337284,0.440910364,424.8948364,424.8963928
166,286.2006742,10.1,nan,,,,2,DETECTED,286.2009 m/z @10.12 [global_positive_Batch1_C32.mzXML],286.2008667,10.11581667,9.999383333,10.41061667,0.411233333,274595.0379,2060773.699,1,26,0.106507443,1.422107785,1.651550237,286.2001648,286.2012024,DETECTED,286.2008 m/z @10.10 [global_positive_Batch1_C31.mzXML],286.2008057,10.1021,9.986016667,10.36721667,0.3812,271858.8313,1902633.176,1,25,0.107523112,1.200803478,1.202444599,286.2002258,286.2015991,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,286.2008 m/z @10.09 [global_positive_Batch1_A1.mzXML],286.200826,10.09343333,10.0772,10.10965,0.03245,870.2600098,1216.705589,0,3,0.03245,0.999486653,0.998973306,286.2006531,286.2009888,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,286.2002 m/z @10.09 [global_positive_Batch2_QC11.mzXML],286.2001984,10.08865,10.07206667,10.38468333,0.312616667,246195.8438,1926508.724,0,20,0.119475104,7.431168817,12.39003814,286.1998901,286.2004395
167,189.0864842,2.459408333,nan,,,,2,DETECTED,189.0864 m/z @2.38 [global_positive_Batch1_C32.mzXML],189.086441,2.383733333,2.0696,2.868316667,0.798716667,272779.8594,7736828.732,0,58,0.453660563,1.271301995,1.54260399,189.0862885,189.0867615,DETECTED,189.0864 m/z @2.43 [global_positive_Batch1_C31.mzXML],189.0864258,2.4274,2.1238,2.913183333,0.789383333,245394.9067,7114895.774,0,57,0.4537655,1.300038428,1.600076856,189.0862885,189.0867157,ESTIMATED,189.0867 m/z @2.37 [global_positive_Batch1_A2.mzXML],189.0866794,2.372266667,2.358283333,3.80195,1.443666667,220533.4844,4568880.833,0,93,0.173000435,46.27707731,60.88103376,189.086319,189.0869598,ESTIMATED,189.0867 m/z @2.36 [global_positive_Batch1_A1.mzXML],189.0867269,2.362966667,2.362966667,3.62735,1.264383333,183668.5156,3564309.492,0,82,0.168165973,,,189.0863342,189.0869293,ESTIMATED,189.0863 m/z @2.53 [global_positive_Batch2_QC10.mzXML],189.0862901,2.5318,2.361416667,2.603133333,0.241716667,242915.5625,2431425.721,0,18,0.140846112,0.709331899,0.418663797,189.0861359,189.0864105,ESTIMATED,189.0863 m/z @2.68 [global_positive_Batch2_QC11.mzXML],189.0863416,2.678283333,2.3659,4.465866667,2.099966667,242045.7656,11623417.48,0,140,0.75757777,3.306901713,4.664203608,189.0861359,189.0865631
169,353.2650948,12.74113611,nan,,,,4,DETECTED,353.2653 m/z @12.74 [global_positive_Batch1_C32.mzXML],353.2652893,12.73511667,12.5659,13.14725,0.58135,262618.5714,2101317.791,0,39,0.09644209,1.323068029,1.251482954,353.2643433,353.2658691,DETECTED,353.2652 m/z @12.71 [global_positive_Batch1_C31.mzXML],353.2651978,12.71296667,12.53168333,13.10771667,0.576033333,363717.508,3176221.366,0,39,0.128117568,1.209504923,1.517105433,353.2644958,353.2657166,DETECTED,353.2649 m/z @12.74 [global_positive_Batch1_A2.mzXML],353.2649231,12.74048333,12.57788333,13.0486,0.470716667,325264.2866,2264634.193,0,33,0.084785223,1.080962762,1.618731017,353.2641296,353.2660828,DETECTED,353.2650 m/z @12.77 [global_positive_Batch1_A1.mzXML],353.2649841,12.76583333,12.58841667,13.12098333,0.532566667,713039.9366,5635918.498,1,37,0.15201186,1.051144587,1.950651819,353.2636108,353.2661438,ESTIMATED,353.2653 m/z @12.73 [global_positive_Batch2_QC10.mzXML],353.2653351,12.72946667,12.71415,12.74475,0.0306,968.710083,889.2758562,0,3,0.0306,0.998911861,0.997823721,353.2650986,353.2658081,ESTIMATED,353.2648 m/z @12.76 [global_positive_Batch2_QC11.mzXML],353.2648392,12.76295,12.7476,12.77816667,0.030566667,1109.153564,1419.310413,0,3,0.030566667,0.995656895,0.991313789,353.2643433,353.2650986
170,148.9346822,1.787077778,nan,,,,6,DETECTED,148.9348 m/z @1.78 [global_positive_Batch1_C32.mzXML],148.9347534,1.777916667,1.7185,1.890316667,0.171816667,259165.2232,1724824.116,0,13,0.113825021,1.445862553,1.736912197,148.9346619,148.9348755,DETECTED,148.9348 m/z @1.80 [global_positive_Batch1_C31.mzXML],148.9347534,1.8038,1.744516667,1.92955,0.185033333,275521.9393,1746321.233,0,14,0.103397661,1.402792857,1.651593963,148.9346466,148.9350128,DETECTED,148.9347 m/z @1.80 [global_positive_Batch1_A2.mzXML],148.9347382,1.801866667,1.727816667,1.913016667,0.1852,261341.1915,1774226.461,0,14,0.11236348,1.192692515,1.274896349,148.9346313,148.9348755,DETECTED,148.9347 m/z @1.82 [global_positive_Batch1_A1.mzXML],148.9346924,1.81735,1.7279,1.9582,0.2303,303314.6504,2128731.136,0,17,0.120920055,1.037238481,0.948986084,148.9346008,148.934967,DETECTED,148.9345 m/z @1.76 [global_positive_Batch2_QC10.mzXML],148.9345474,1.759516667,1.684916667,1.9288,0.243883333,192580.5433,1439549.681,0,18,0.124449809,1.682994544,1.721227374,148.9344482,148.9346924,DETECTED,148.9346 m/z @1.76 [global_positive_Batch2_QC11.mzXML],148.9346085,1.762016667,1.687033333,1.959466667,0.272433333,200603.3701,1490109.753,0,20,0.120190371,1.785325022,1.651803053,148.9345093,148.9347839
171,214.9883397,1.573675,nan,,,,6,DETECTED,214.9884 m/z @1.57 [global_positive_Batch1_C32.mzXML],214.9884186,1.570166667,1.4788,1.7185,0.2397,258853.6,1538605.511,0,17,0.097061746,1.093844426,1.087016584,214.9878235,214.9888306,DETECTED,214.9885 m/z @1.60 [global_positive_Batch1_C31.mzXML],214.9884567,1.596216667,1.504683333,1.72975,0.225066667,206137.6839,1255038.055,0,16,0.096991521,1.082750392,1.118276935,214.9880676,214.9887695,DETECTED,214.9884 m/z @1.61 [global_positive_Batch1_A2.mzXML],214.9884033,1.608716667,1.517983333,1.727816667,0.209833333,284897.8009,1484996.974,0,15,0.084826396,0.954203292,0.789189258,214.9878845,214.9889069,DETECTED,214.9885 m/z @1.60 [global_positive_Batch1_A1.mzXML],214.9884796,1.595066667,1.503366667,1.71305,0.209683333,280779.4781,1623005.353,0,15,0.091823782,1.189394639,1.230788203,214.9880066,214.9888306,DETECTED,214.9881 m/z @1.53 [global_positive_Batch2_QC10.mzXML],214.9881287,1.534583333,1.440983333,1.69975,0.258766667,132265.6417,789424.6865,0,18,0.093257793,1.238162978,1.221574346,214.9877472,214.9885254,DETECTED,214.9882 m/z @1.54 [global_positive_Batch2_QC11.mzXML],214.9881516,1.5373,1.444616667,1.672166667,0.22755,129160.721,719637.87,0,16,0.087524853,1.125963569,1.094181146,214.9877319,214.9884186
172,247.0917962,1.975883333,nan,,,,4,DETECTED,247.0919 m/z @1.97 [global_positive_Batch1_C32.mzXML],247.0919342,1.97285,1.904233333,2.04145,0.137216667,253727.248,1094356.161,0,11,0.060456095,0.999878552,0.999757105,247.0917816,247.0920868,DETECTED,247.0920 m/z @1.98 [global_positive_Batch1_C31.mzXML],247.0919647,1.9849,1.91605,2.067983333,0.151933333,222307.3071,971989.591,0,12,0.053689266,1.103364803,1.206729605,247.0917206,247.0921173,DETECTED,247.0918 m/z @1.98 [global_positive_Batch1_A2.mzXML],247.0918427,1.981433333,1.913016667,2.1029,0.189883333,1292249.686,4922474.286,1,15,0.049162285,1.032696773,3.865632793,247.0917053,247.092041,DETECTED,247.0918 m/z @2.00 [global_positive_Batch1_A1.mzXML],247.0918427,1.9996,1.9582,2.093416667,0.135216667,1323489.758,4720748.425,1,11,0.051651701,1.63305153,2.121545128,247.0917053,247.0920563,ESTIMATED,247.0915 m/z @1.96 [global_positive_Batch2_QC10.mzXML],247.09154,1.95705,1.943066667,2.012533333,0.069466667,62925.19922,129048.575,0,6,0.027303005,2.483909416,3.967818832,247.0914307,247.0916443,ESTIMATED,247.0917 m/z @1.96 [global_positive_Batch2_QC11.mzXML],247.0916528,1.959466667,1.945733333,2.057033333,0.1113,67183.41406,201620.782,0,9,0.035605144,4.052184466,7.104368932,247.0913544,247.0918884
173,275.1740663,10.43245556,nan,,,,1,DETECTED,275.1741 m/z @10.44 [global_positive_Batch1_C32.mzXML],275.1740723,10.44268333,10.39333333,10.6551,0.261766667,250988.1871,1547275.844,1,18,0.10288717,2.051126733,2.757963285,275.1738892,275.175354,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,275.1740 m/z @10.42 [global_positive_Batch2_QC10.mzXML],275.1740011,10.4203,10.40418333,10.43615,0.031966667,4532.54248,5930.104579,0,3,0.031966667,0.991726991,0.983453981,275.1734619,275.1743774,ESTIMATED,275.1741 m/z @10.43 [global_positive_Batch2_QC11.mzXML],275.1741257,10.43438333,10.4013,10.51303333,0.111733333,5128.140625,22010.45946,0,8,0.107034586,1.688664987,2.377329975,275.1738281,275.174469
174,261.0104894,1.883788889,nan,,,,5,DETECTED,261.0107 m/z @1.88 [global_positive_Batch1_C32.mzXML],261.0106964,1.8766,1.8076,1.959083333,0.151483333,247716.4795,1328745.661,0,12,0.085731722,1.097705314,1.195410628,261.010498,261.0108032,DETECTED,261.0107 m/z @1.90 [global_positive_Batch1_C31.mzXML],261.0106964,1.9024,1.833233333,1.9849,0.151666667,247716.2571,1390735.755,0,12,0.092470702,1.096385542,1.192771084,261.0105591,261.0109253,DETECTED,261.0105 m/z @1.90 [global_positive_Batch1_A2.mzXML],261.010498,1.89935,1.8162,1.95395,0.13775,343857.1536,1622409.595,0,11,0.08079546,0.828322309,0.770866401,261.0103149,261.0107727,ESTIMATED,261.0105 m/z @1.90 [global_positive_Batch1_A1.mzXML],261.0104617,1.902583333,1.83255,1.972383333,0.139833333,334326.5,1659520.983,0,11,0.085468182,0.998334127,1.136649952,261.0102234,261.0106201,DETECTED,261.0103 m/z @1.86 [global_positive_Batch2_QC10.mzXML],261.0102844,1.85915,1.744516667,2.4328,0.688283333,134593.9181,2219994.104,0,50,0.293784734,2.958511908,5.349068027,261.0098877,261.0108643,DETECTED,261.0103 m/z @1.86 [global_positive_Batch2_QC11.mzXML],261.0102997,1.86265,1.746983333,1.959466667,0.212483333,146846.977,918053.4118,0,16,0.104378701,0.970629041,1.100327478,261.0098877,261.0104675
175,85.0280513,1.987125,nan,,,,2,DETECTED,85.0281 m/z @1.97 [global_positive_Batch1_C32.mzXML],85.02810287,1.97285,1.890316667,2.18065,0.290333333,247512.5941,1346544.842,0,22,0.059981586,1.758885299,5.082759253,85.02805328,85.02816772,DETECTED,85.0281 m/z @2.00 [global_positive_Batch1_C31.mzXML],85.02809906,1.9987,1.9024,2.207483333,0.305083333,202948.8266,1139721.248,0,23,0.054887105,1.584025614,2.414921174,85.02804565,85.02822113,ESTIMATED,85.0281 m/z @1.99 [global_positive_Batch1_A2.mzXML],85.02808905,1.994733333,1.96795,2.170283333,0.202333333,82074.46094,482137.1142,0,16,0.032590413,3.777224642,6.554449284,85.02803802,85.02819061,ESTIMATED,85.0281 m/z @2.03 [global_positive_Batch1_A1.mzXML],85.02808864,2.026416667,1.9582,2.503416667,0.545216667,70200.07031,900466.2486,0,41,0.097726125,3.996213047,6.992426093,85.02799988,85.02819061,ESTIMATED,85.0279 m/z @1.96 [global_positive_Batch2_QC10.mzXML],85.02794102,1.95705,1.943066667,2.026683333,0.083616667,102049.7656,220707.5146,0,7,0.032372831,2.989868892,6.245826506,85.0279007,85.02800751,ESTIMATED,85.0280 m/z @1.97 [global_positive_Batch2_QC11.mzXML],85.02798716,1.973,1.945733333,2.01495,0.069216667,57123,182183.0973,0,6,0.144652695,1.269254279,1.538508557,85.02792358,85.0280304
177,228.1947642,11.11224667,nan,,,,2,DETECTED,228.1949 m/z @11.14 [global_positive_Batch1_C32.mzXML],228.1949463,11.14143333,11.01275,11.38861667,0.375866667,247089.2862,1749922.325,0,27,0.087120257,1.530193814,2.217532255,228.1941376,228.1952667,DETECTED,228.1949 m/z @11.13 [global_positive_Batch1_C31.mzXML],228.1949081,11.13461667,11.04876667,11.40693333,0.358166667,256954.0254,1912869.449,0,26,0.103051603,1.904056342,2.094853633,228.1943054,228.1952972,ESTIMATED,228.1946 m/z @11.11 [global_positive_Batch1_A2.mzXML],228.1945546,11.1053,11.0911,11.11945,0.02835,27416.19141,34057.50282,0,3,0.02835,0.998239437,0.996478873,228.1944427,228.1946716,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,228.1946 m/z @11.09 [global_positive_Batch2_QC10.mzXML],228.1946117,11.09036667,11.09036667,11.27488333,0.184516667,160923.4219,1173804.858,0,14,0.15093377,,,228.1943054,228.1949463,ESTIMATED,228.1948 m/z @11.09 [global_positive_Batch2_QC11.mzXML],228.1948002,11.08951667,11.08951667,11.67345,0.583933333,179729.2344,1901035.918,0,40,0.172747842,,,228.1941833,228.1951294
178,138.9058889,1.791986111,nan,,,,6,DETECTED,138.9060 m/z @1.79 [global_positive_Batch1_C32.mzXML],138.9059906,1.792916667,1.73315,1.959083333,0.225933333,245642.3513,1635091.13,0,17,0.099204761,1.86617199,2.515027871,138.905838,138.9061432,DETECTED,138.9060 m/z @1.82 [global_positive_Batch1_C31.mzXML],138.9059753,1.8188,1.759116667,1.97115,0.212033333,293121.5321,1852774.328,0,16,0.091236315,1.776319464,2.534794537,138.9057922,138.9060669,DETECTED,138.9059 m/z @1.79 [global_positive_Batch1_A2.mzXML],138.9059219,1.786966667,1.742583333,1.95395,0.211366667,222860.8594,1379188.429,0,16,0.090119616,2.38114908,4.264281129,138.9058075,138.9060669,DETECTED,138.9059 m/z @1.79 [global_positive_Batch1_A1.mzXML],138.9058685,1.787183333,1.742683333,1.9582,0.215516667,283379.1444,1813909.058,0,16,0.09365207,2.421535581,5.172351523,138.9057312,138.9060059,DETECTED,138.9058 m/z @1.79 [global_positive_Batch2_QC10.mzXML],138.9057846,1.78915,1.69975,1.943066667,0.243316667,169857.3737,1407499.197,0,18,0.110016597,1.360831469,2.001054775,138.9056244,138.9058533,DETECTED,138.9058 m/z @1.78 [global_positive_Batch2_QC11.mzXML],138.9057922,1.7769,1.70195,1.959466667,0.257516667,183134.5888,1404152.335,0,19,0.10324769,1.71792306,2.349266998,138.9056549,138.9059753
179,135.0316366,1.568797222,nan,,,,6,DETECTED,135.0317 m/z @1.57 [global_positive_Batch1_C32.mzXML],135.0316696,1.570166667,1.4788,1.762816667,0.284016667,244742.9701,1977658.985,0,20,0.126128884,1.508395932,1.734138922,135.0314484,135.0319061,DETECTED,135.0317 m/z @1.60 [global_positive_Batch1_C31.mzXML],135.0316772,1.596216667,1.504683333,1.77385,0.269166667,169941.0813,1500107.392,0,19,0.139163889,1.470320466,1.786805962,135.0315247,135.0318756,DETECTED,135.0317 m/z @1.59 [global_positive_Batch1_A2.mzXML],135.0317001,1.594083333,1.517983333,1.742583333,0.2246,161442.0558,1237888.797,0,16,0.117586088,1.475689882,1.875382356,135.0314178,135.0319214,DETECTED,135.0317 m/z @1.58 [global_positive_Batch1_A1.mzXML],135.0317154,1.580433333,1.503366667,1.757433333,0.254066667,181277.8933,1549573.075,0,18,0.138363767,1.601081349,2.061513582,135.0314636,135.0319519,DETECTED,135.0315 m/z @1.53 [global_positive_Batch2_QC10.mzXML],135.0315094,1.534583333,1.422033333,1.845033333,0.423,128040.6283,1317759.478,0,29,0.158706123,1.44636142,1.777801068,135.0312347,135.0317688,DETECTED,135.0315 m/z @1.54 [global_positive_Batch2_QC11.mzXML],135.0315475,1.5373,1.425633333,1.746983333,0.32135,112188.567,1072762.19,0,22,0.138354951,1.512603636,1.692532624,135.0312653,135.0316925
181,372.3097115,11.28772083,nan,,,,2,DETECTED,372.3099 m/z @11.30 [global_positive_Batch1_C32.mzXML],372.309906,11.2992,11.27023333,11.47785,0.207616667,240018.2268,1463237.848,0,15,0.105969208,3.286647331,5.054753362,372.3097229,372.3118896,DETECTED,372.3097 m/z @11.29 [global_positive_Batch1_C31.mzXML],372.3096771,11.28803333,11.20375,11.45193333,0.248183333,142857.603,914778.291,0,18,0.097544697,1.73325591,1.849158536,372.3087463,372.3102417,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,372.3096 m/z @11.25 [global_positive_Batch2_QC10.mzXML],372.3095921,11.246,11.246,11.33358333,0.087583333,34255.71875,139069.1154,0,7,0.113280994,,,372.3094788,372.3096619,ESTIMATED,372.3097 m/z @11.32 [global_positive_Batch2_QC11.mzXML],372.3096706,11.31765,11.24455,11.33255,0.088,24392.11523,118248.2707,0,7,0.151020708,0.601915185,0.203830369,372.3095093,372.3098755
182,236.9975506,2.086775,nan,,,,3,DETECTED,236.9976 m/z @2.06 [global_positive_Batch1_C32.mzXML],236.9976196,2.055366667,2,2.2081,0.2081,237502.6839,1311075.447,0,16,0.080633069,1.863595712,2.395355032,236.9974518,236.9977264,DETECTED,236.9976 m/z @2.08 [global_positive_Batch1_C31.mzXML],236.997551,2.081883333,2.026216667,2.23545,0.209233333,280391.3612,1604564.141,0,16,0.086393206,1.885476655,2.317417917,236.9974213,236.9976501,ESTIMATED,236.9975 m/z @2.10 [global_positive_Batch1_A2.mzXML],236.9975192,2.1029,2.034883333,2.344833333,0.30995,77303.17188,537342.0403,0,24,0.089288045,1.914484768,1.980252423,236.9971008,236.9978333,DETECTED,236.9975 m/z @2.11 [global_positive_Batch1_A1.mzXML],236.9975128,2.10695,2.053066667,2.418683333,0.365616667,131341.3013,919821.2123,0,28,0.09158174,3.739261109,3.933514266,236.9972534,236.9977722,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
