row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_positive_Batch1_C32.mzXML Peak status,global_positive_Batch1_C32.mzXML Peak name,global_positive_Batch1_C32.mzXML Peak m/z,global_positive_Batch1_C32.mzXML Peak RT,global_positive_Batch1_C32.mzXML Peak RT start,global_positive_Batch1_C32.mzXML Peak RT end,global_positive_Batch1_C32.mzXML Peak duration time,global_positive_Batch1_C32.mzXML Peak height,global_positive_Batch1_C32.mzXML Peak area,global_positive_Batch1_C32.mzXML Peak charge,global_positive_Batch1_C32.mzXML Peak # data points,global_positive_Batch1_C32.mzXML Peak FWHM,global_positive_Batch1_C32.mzXML Peak tailing factor,global_positive_Batch1_C32.mzXML Peak asymmetry factor,global_positive_Batch1_C32.mzXML Peak m/z min,global_positive_Batch1_C32.mzXML Peak m/z max,global_positive_Batch1_C31.mzXML Peak status,global_positive_Batch1_C31.mzXML Peak name,global_positive_Batch1_C31.mzXML Peak m/z,global_positive_Batch1_C31.mzXML Peak RT,global_positive_Batch1_C31.mzXML Peak RT start,global_positive_Batch1_C31.mzXML Peak RT end,global_positive_Batch1_C31.mzXML Peak duration time,global_positive_Batch1_C31.mzXML Peak height,global_positive_Batch1_C31.mzXML Peak area,global_positive_Batch1_C31.mzXML Peak charge,global_positive_Batch1_C31.mzXML Peak # data points,global_positive_Batch1_C31.mzXML Peak FWHM,global_positive_Batch1_C31.mzXML Peak tailing factor,global_positive_Batch1_C31.mzXML Peak asymmetry factor,global_positive_Batch1_C31.mzXML Peak m/z min,global_positive_Batch1_C31.mzXML Peak m/z max,global_positive_Batch1_A2.mzXML Peak status,global_positive_Batch1_A2.mzXML Peak name,global_positive_Batch1_A2.mzXML Peak m/z,global_positive_Batch1_A2.mzXML Peak RT,global_positive_Batch1_A2.mzXML Peak RT start,global_positive_Batch1_A2.mzXML Peak RT end,global_positive_Batch1_A2.mzXML Peak duration time,global_positive_Batch1_A2.mzXML Peak height,global_positive_Batch1_A2.mzXML Peak area,global_positive_Batch1_A2.mzXML Peak charge,global_positive_Batch1_A2.mzXML Peak # data points,global_positive_Batch1_A2.mzXML Peak FWHM,global_positive_Batch1_A2.mzXML Peak tailing factor,global_positive_Batch1_A2.mzXML Peak asymmetry factor,global_positive_Batch1_A2.mzXML Peak m/z min,global_positive_Batch1_A2.mzXML Peak m/z max,global_positive_Batch1_A1.mzXML Peak status,global_positive_Batch1_A1.mzXML Peak name,global_positive_Batch1_A1.mzXML Peak m/z,global_positive_Batch1_A1.mzXML Peak RT,global_positive_Batch1_A1.mzXML Peak RT start,global_positive_Batch1_A1.mzXML Peak RT end,global_positive_Batch1_A1.mzXML Peak duration time,global_positive_Batch1_A1.mzXML Peak height,global_positive_Batch1_A1.mzXML Peak area,global_positive_Batch1_A1.mzXML Peak charge,global_positive_Batch1_A1.mzXML Peak # data points,global_positive_Batch1_A1.mzXML Peak FWHM,global_positive_Batch1_A1.mzXML Peak tailing factor,global_positive_Batch1_A1.mzXML Peak asymmetry factor,global_positive_Batch1_A1.mzXML Peak m/z min,global_positive_Batch1_A1.mzXML Peak m/z max,global_positive_Batch2_QC10.mzXML Peak status,global_positive_Batch2_QC10.mzXML Peak name,global_positive_Batch2_QC10.mzXML Peak m/z,global_positive_Batch2_QC10.mzXML Peak RT,global_positive_Batch2_QC10.mzXML Peak RT start,global_positive_Batch2_QC10.mzXML Peak RT end,global_positive_Batch2_QC10.mzXML Peak duration time,global_positive_Batch2_QC10.mzXML Peak height,global_positive_Batch2_QC10.mzXML Peak area,global_positive_Batch2_QC10.mzXML Peak charge,global_positive_Batch2_QC10.mzXML Peak # data points,global_positive_Batch2_QC10.mzXML Peak FWHM,global_positive_Batch2_QC10.mzXML Peak tailing factor,global_positive_Batch2_QC10.mzXML Peak asymmetry factor,global_positive_Batch2_QC10.mzXML Peak m/z min,global_positive_Batch2_QC10.mzXML Peak m/z max,global_positive_Batch2_QC11.mzXML Peak status,global_positive_Batch2_QC11.mzXML Peak name,global_positive_Batch2_QC11.mzXML Peak m/z,global_positive_Batch2_QC11.mzXML Peak RT,global_positive_Batch2_QC11.mzXML Peak RT start,global_positive_Batch2_QC11.mzXML Peak RT end,global_positive_Batch2_QC11.mzXML Peak duration time,global_positive_Batch2_QC11.mzXML Peak height,global_positive_Batch2_QC11.mzXML Peak area,global_positive_Batch2_QC11.mzXML Peak charge,global_positive_Batch2_QC11.mzXML Peak # data points,global_positive_Batch2_QC11.mzXML Peak FWHM,global_positive_Batch2_QC11.mzXML Peak tailing factor,global_positive_Batch2_QC11.mzXML Peak asymmetry factor,global_positive_Batch2_QC11.mzXML Peak m/z min,global_positive_Batch2_QC11.mzXML Peak m/z max
748,293.1521776,1.988145833,nan,,,,1,ESTIMATED,293.1523 m/z @1.97 [global_positive_Batch1_C32.mzXML],293.152301,1.97285,1.959083333,2.0137,0.054616667,11255.84473,22156.99266,0,5,0.04153434,1.983656174,2.967312349,293.1521301,293.1526184,ESTIMATED,293.1519 m/z @2.00 [global_positive_Batch1_C31.mzXML],293.1519226,1.9987,1.956933333,2.01255,0.055616667,13661.83105,33344.70883,0,5,0.050703622,0.665802075,0.33160415,293.1516418,293.1522522,ESTIMATED,293.1522 m/z @1.98 [global_positive_Batch1_A2.mzXML],293.1522348,1.981433333,1.96795,2.04835,0.0804,165581.4375,316066.6333,0,7,0.033570103,2.981458591,4.597832688,293.1519165,293.1524963,DETECTED,293.1523 m/z @2.00 [global_positive_Batch1_A1.mzXML],293.1522522,1.9996,1.972383333,2.066533333,0.09415,104302.8936,322052.6599,0,8,0.051762576,1.729638702,2.459277404,293.151886,293.1525879,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,760.5829554,13.60255,nan,,,,1,ESTIMATED,760.5838 m/z @13.60 [global_positive_Batch1_C32.mzXML],760.5838056,13.59645,13.56576667,13.76595,0.200183333,30515.34961,253790.5607,0,14,0.184841731,3.262085823,5.524171646,760.5813599,760.5847168,ESTIMATED,760.5835 m/z @13.60 [global_positive_Batch1_C31.mzXML],760.5834717,13.60315,13.58836667,13.647,0.058633333,29691.76367,92249.85566,0,5,0.058338461,1.983089064,2.966178129,760.5829468,760.5844727,ESTIMATED,760.5832 m/z @13.60 [global_positive_Batch1_A2.mzXML],760.5831843,13.60186667,13.57196667,14.1202,0.548233333,55396.05469,923069.6451,0,37,0.276595262,9.167781494,16.57765409,760.5811157,760.5848389,DETECTED,760.5814 m/z @13.61 [global_positive_Batch1_A1.mzXML],760.5813599,13.60873333,13.16665,13.88383333,0.717183333,103580.2886,2717480.542,0,50,0.412039108,0.811140434,0.622280867,760.5742798,760.5836182,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,406.7714456,1.792583333,nan,,,,1,ESTIMATED,406.7715 m/z @1.79 [global_positive_Batch1_C32.mzXML],406.7714813,1.792916667,1.762816667,1.890316667,0.1275,83014.35938,339243.1304,0,10,0.172522689,1.922077917,2.693837141,406.7712097,406.7719727,ESTIMATED,406.7715 m/z @1.80 [global_positive_Batch1_C31.mzXML],406.7715288,1.8038,1.759116667,1.9024,0.143283333,73401.15625,373998.0246,0,11,0.093065338,1.603319657,2.055734397,406.7709656,406.7721863,ESTIMATED,406.7715 m/z @1.79 [global_positive_Batch1_A2.mzXML],406.7715204,1.786966667,1.757316667,1.89935,0.142033333,90994.77344,495320.9278,0,11,0.108382049,2.395165823,3.518976876,406.7713013,406.7721558,DETECTED,406.7715 m/z @1.80 [global_positive_Batch1_A1.mzXML],406.7715149,1.802333333,1.742683333,1.902583333,0.1599,103537.9509,607595.0002,0,12,0.103763785,1.340318525,1.680637049,406.7710571,406.7722473,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,406.7712 m/z @1.78 [global_positive_Batch2_QC11.mzXML],406.7711826,1.7769,1.762016667,1.876433333,0.114416667,51018.82813,182892.0015,0,9,0.06172576,3.843784994,5.987564221,406.7705688,406.7724304
752,98.97505448,1.586102778,nan,,,,1,ESTIMATED,98.9751 m/z @1.57 [global_positive_Batch1_C32.mzXML],98.97510012,1.570166667,1.555233333,1.792916667,0.237683333,87322.73438,438087.2388,0,17,0.06316274,6.446406617,10.4417821,98.9748764,98.97525024,ESTIMATED,98.9751 m/z @1.58 [global_positive_Batch1_C31.mzXML],98.97512665,1.581483333,1.551933333,1.759116667,0.207183333,88913.82813,571870.4041,0,15,0.157352749,3.505640158,6.213392725,98.97497559,98.97525024,ESTIMATED,98.9751 m/z @1.61 [global_positive_Batch1_A2.mzXML],98.97510506,1.608716667,1.549716667,1.786966667,0.23725,97740.03906,565997.4658,0,17,0.162327248,1.734823298,2.290590933,98.97486115,98.97519684,DETECTED,98.9752 m/z @1.60 [global_positive_Batch1_A1.mzXML],98.97517776,1.595066667,1.503366667,1.787183333,0.283816667,102363.5487,781823.518,0,20,0.115253888,1.461968771,1.605235992,98.97489929,98.97532654,ESTIMATED,98.9749 m/z @1.56 [global_positive_Batch2_QC10.mzXML],98.97488832,1.56425,1.56425,1.78915,0.2249,38144.57031,234362.0363,0,16,0.103545702,,,98.97468567,98.97505188,ESTIMATED,98.9749 m/z @1.60 [global_positive_Batch2_QC11.mzXML],98.97492893,1.596933333,1.596933333,1.7769,0.179966667,26902.90234,151370.0188,0,13,0.090575324,,,98.9747467,98.97517776
753,266.9269479,1.662741667,nan,,,,1,ESTIMATED,266.9269 m/z @1.64 [global_positive_Batch1_C32.mzXML],266.9269206,1.64415,1.629,1.747916667,0.118916667,78759.1875,343404.6952,0,9,0.073005206,3.500892327,5.809739068,266.9265442,266.9271545,ESTIMATED,266.9270 m/z @1.67 [global_positive_Batch1_C31.mzXML],266.9269613,1.67005,1.625583333,1.788716667,0.163133333,75470.10938,425313.6843,0,12,0.097174817,1.606292161,1.940503906,266.9263611,266.9273682,ESTIMATED,266.9269 m/z @1.67 [global_positive_Batch1_A2.mzXML],266.9269076,1.668333333,1.623333333,1.771933333,0.1486,97814.51563,444059.1503,0,11,0.080216512,1.508937478,1.712910705,266.9265137,266.9273376,DETECTED,266.9270 m/z @1.67 [global_positive_Batch1_A1.mzXML],266.927002,1.668433333,1.6243,1.742683333,0.118383333,101453.2567,440825.2756,0,9,0.073452322,1.341200906,1.682401813,266.9267883,266.9276428,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,398.3100777,11.81598,nan,,,,1,ESTIMATED,398.3107 m/z @11.81 [global_positive_Batch1_C32.mzXML],398.3107082,11.81028333,11.81028333,12.01173333,0.20145,89891.3125,330338.9402,0,14,0.060148578,,,398.309967,398.3128052,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,398.3101 m/z @11.82 [global_positive_Batch1_A2.mzXML],398.3101135,11.8199,11.7907,11.9228,0.1321,93239.27344,448166.8333,0,10,0.087571601,2.261986301,3.523972603,398.3098145,398.3103027,DETECTED,398.3101 m/z @11.83 [global_positive_Batch1_A1.mzXML],398.3101196,11.82651667,11.61921667,12.0035,0.384283333,100277.6588,731357.316,0,27,0.078259864,0.99667232,1.142545842,398.3094177,398.3106689,ESTIMATED,398.3098 m/z @11.80 [global_positive_Batch2_QC10.mzXML],398.3098005,11.80383333,11.78725,12.16785,0.3806,23989.37109,214205.1823,0,24,0.122438049,10.17196826,20.09584564,398.309082,398.3109741,ESTIMATED,398.3096 m/z @11.82 [global_positive_Batch2_QC11.mzXML],398.3096466,11.81936667,11.78603333,11.83535,0.049316667,24390.85352,64201.34356,0,4,0.059865201,0.73975,0.4795,398.3096008,398.3097839
755,209.0918588,8.007261111,nan,,,,1,ESTIMATED,209.0918 m/z @8.05 [global_positive_Batch1_C32.mzXML],209.0918376,8.04605,7.984016667,8.060766667,0.07675,3284.723877,11483.08313,0,6,0.101210055,0.618619022,0.237238044,209.0913086,209.0920258,ESTIMATED,209.0920 m/z @8.00 [global_positive_Batch1_C31.mzXML],209.0919838,7.996233333,7.981133333,8.025933333,0.0448,2218.525146,3163.098983,0,4,0.033274541,1.483443709,1.966887417,209.0918732,209.0921783,ESTIMATED,209.0920 m/z @8.01 [global_positive_Batch1_A2.mzXML],209.0920073,8.014566667,8.014566667,8.18495,0.170383333,4080.643311,22754.46928,0,12,0.085972412,,,209.0917969,209.0923767,DETECTED,209.0919 m/z @8.01 [global_positive_Batch1_A1.mzXML],209.0919418,8.0078,7.587783333,8.25215,0.664366667,99225.90112,1232077.8,0,40,0.128496625,0.713719841,0.304415965,209.0911407,209.0920868,ESTIMATED,209.0917 m/z @8.01 [global_positive_Batch2_QC10.mzXML],209.0917435,8.00895,7.993483333,8.070733333,0.07725,4957.27002,14270.48501,0,6,0.044621938,2.497306034,3.994612069,209.091568,209.0919342,ESTIMATED,209.0916 m/z @7.97 [global_positive_Batch2_QC11.mzXML],209.0916388,7.969966667,7.969966667,8.169916667,0.19995,10867.13965,54275.30167,0,14,0.047596919,,,209.0914001,209.0918274
756,185.1282467,8.879622222,nan,,,,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,185.1283 m/z @8.89 [global_positive_Batch1_C31.mzXML],185.1282789,8.88945,8.860983333,9.135616667,0.274633333,9396.393555,64607.21245,0,18,0.129659487,4.823770492,8.822619746,185.1280212,185.1286163,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,185.1283 m/z @8.89 [global_positive_Batch1_A1.mzXML],185.1282501,8.894516667,8.7921,9.170383333,0.378283333,98662.63114,653801.1462,0,25,0.096914464,1.555310535,1.26132736,185.1280823,185.1286163,ESTIMATED,185.1282 m/z @8.85 [global_positive_Batch2_QC10.mzXML],185.1282111,8.8549,8.8549,8.975966667,0.121066667,12275.14746,67283.06421,0,9,0.11868702,,,185.1279755,185.1284485,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,267.2673159,13.54470333,nan,,,,1,ESTIMATED,267.2674 m/z @13.61 [global_positive_Batch1_C32.mzXML],267.2674453,13.61175,13.47353333,13.7196,0.246066667,10733.73145,113446.8459,0,17,0.185951688,0.890148318,0.780296636,267.2672119,267.2676392,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,267.2673 m/z @13.53 [global_positive_Batch1_A2.mzXML],267.2673304,13.52748333,13.46836667,13.70698333,0.238616667,46480.87891,548178.2905,0,17,1.055739731,2.018184381,3.036368762,267.2671204,267.2675171,DETECTED,267.2675 m/z @13.51 [global_positive_Batch1_A1.mzXML],267.2674561,13.50906667,13.36251667,14.26551667,0.903,98095.0192,2797108.308,0,62,0.507423317,3.080859775,5.154548916,267.2671204,267.2681885,ESTIMATED,267.2673 m/z @13.49 [global_positive_Batch2_QC10.mzXML],267.2673136,13.48655,13.47045,13.50273333,0.032283333,3829.366943,6399.507092,0,3,0.032283333,1.002587992,1.005175983,267.2672119,267.2674561,ESTIMATED,267.2670 m/z @13.59 [global_positive_Batch2_QC11.mzXML],267.2670339,13.58866667,13.4717,13.65573333,0.184033333,3180.069336,29323.63019,0,12,0.165057894,0.786691365,0.57338273,267.2667542,267.267395
758,417.0017188,2.16435,nan,,,,1,ESTIMATED,417.0020 m/z @2.15 [global_positive_Batch1_C32.mzXML],417.0019598,2.152966667,2.125033333,2.424266667,0.299233333,112819.1172,1303629.493,0,23,0.245244142,5.356205251,9.712410501,417.0016785,417.0024414,ESTIMATED,417.0020 m/z @2.18 [global_positive_Batch1_C31.mzXML],417.001982,2.179733333,2.137866667,2.636266667,0.4984,96110.41406,1672962.6,0,37,0.331994478,5.952229299,10.9044586,417.0015564,417.0027466,ESTIMATED,417.0017 m/z @2.16 [global_positive_Batch1_A2.mzXML],417.0017232,2.156616667,2.1299,2.317533333,0.187633333,89619.67188,772821.8937,0,15,0.216881757,3.511540861,6.023081722,417.0014648,417.0021362,DETECTED,417.0019 m/z @2.17 [global_positive_Batch1_A1.mzXML],417.0019226,2.174466667,2.039733333,2.7944,0.754666667,98031.75982,1919926.346,0,55,0.403684303,2.693699931,3.565314848,417.0012512,417.0033875,ESTIMATED,417.0014 m/z @2.18 [global_positive_Batch2_QC10.mzXML],417.0013665,2.180816667,2.124966667,2.361416667,0.23645,124800.3438,974162.3486,0,18,0.272474228,1.688964759,2.167487149,417.0007629,417.0019226,ESTIMATED,417.0014 m/z @2.14 [global_positive_Batch2_QC11.mzXML],417.0013589,2.1415,2.1275,2.351383333,0.223883333,136099.1719,966596.8316,0,17,0.127307895,6.761538329,11.62697594,417.0002441,417.0017395
759,339.0161438,10.3163,nan,,,,1,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,339.0161 m/z @10.32 [global_positive_Batch1_A1.mzXML],339.0161438,10.3163,10.26958333,10.44593333,0.17635,98028.36663,497531.8263,0,12,0.087964048,1.663666853,2.034530572,339.015564,339.0163269,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,390.7975539,1.795563333,nan,,,,1,ESTIMATED,390.7977 m/z @1.78 [global_positive_Batch1_C32.mzXML],390.7977386,1.777916667,1.762816667,1.890316667,0.1275,93568.02344,429955.0329,0,10,0.086235006,3.824088025,6.412422178,390.7973938,390.7990723,ESTIMATED,390.7976 m/z @1.82 [global_positive_Batch1_C31.mzXML],390.7975922,1.8188,1.759116667,1.91605,0.156933333,98883.92188,517457.1408,0,12,0.129214439,1.201333866,1.307460187,390.7969055,390.7983093,ESTIMATED,390.7975 m/z @1.80 [global_positive_Batch1_A2.mzXML],390.797465,1.801866667,1.757316667,1.913016667,0.1557,91681.82813,472271.8173,0,12,0.094209448,1.602608555,2.092865433,390.7959595,390.7980042,DETECTED,390.7976 m/z @1.80 [global_positive_Batch1_A1.mzXML],390.7975769,1.802333333,1.742683333,1.902583333,0.1599,97902.73393,627497.2977,0,12,0.11331078,1.340318525,1.680637049,390.7972717,390.7978516,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,390.7974 m/z @1.78 [global_positive_Batch2_QC11.mzXML],390.7973969,1.7769,1.762016667,1.890066667,0.12805,61541.07422,225476.228,0,10,0.056224888,6.866729638,5.787243397,390.7969666,390.7984619
761,118.0650101,8.326526667,nan,,,,1,ESTIMATED,118.0651 m/z @8.30 [global_positive_Batch1_C32.mzXML],118.06511,8.303733333,8.285783333,8.445683333,0.1599,5533.822266,37015.54016,0,10,0.166219019,4.454038997,7.908077994,118.0650177,118.065155,ESTIMATED,118.0651 m/z @8.32 [global_positive_Batch1_C31.mzXML],118.0650895,8.3242,8.288983333,8.482,0.193016667,4295.379395,38017.19703,0,12,0.206868162,2.740416469,4.480832939,118.0649872,118.0651627,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,118.0650 m/z @8.33 [global_positive_Batch1_A1.mzXML],118.0650482,8.32685,8.144383333,8.386783333,0.2424,96733.30112,910802.9132,0,17,0.17543313,0.66423091,0.32846182,118.0648499,118.0651016,ESTIMATED,118.0649 m/z @8.30 [global_positive_Batch2_QC10.mzXML],118.0649204,8.303666667,8.286,8.55305,0.26705,9049.461914,59316.63697,0,16,0.062183875,7.558018868,14.11603774,118.064827,118.0650253,ESTIMATED,118.0649 m/z @8.37 [global_positive_Batch2_QC11.mzXML],118.0648822,8.374183333,8.3563,8.6435,0.2872,6141.719238,49901.89075,0,17,0.068036757,8.029822926,15.05964585,118.0647736,118.0649872
763,230.9947168,9.47122,nan,,,,1,ESTIMATED,230.9950 m/z @9.47 [global_positive_Batch1_C32.mzXML],230.9950124,9.474,9.474,9.712166667,0.238166667,8249.383789,68793.56299,0,15,0.118499605,,,230.9948578,230.9952393,ESTIMATED,230.9949 m/z @9.46 [global_positive_Batch1_C31.mzXML],230.9949481,9.464683333,9.44805,9.63155,0.1835,10176.97559,68388.70391,0,12,0.139553188,5.516032064,10.03206413,230.9947662,230.9951477,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,230.9948 m/z @9.49 [global_positive_Batch1_A1.mzXML],230.9948425,9.4947,9.23675,9.76645,0.5297,93206.8394,946784.0769,0,34,0.120938119,1.058922399,0.92104447,230.9946136,230.9950867,ESTIMATED,230.9945 m/z @9.46 [global_positive_Batch2_QC10.mzXML],230.9944878,9.46185,9.445083333,9.495433333,0.05035,1613.048218,4436.22335,0,4,0.103089501,1.501491054,2.002982107,230.9943848,230.9945984,ESTIMATED,230.9943 m/z @9.46 [global_positive_Batch2_QC11.mzXML],230.9942932,9.460866667,9.460866667,9.5283,0.067433333,2343.254883,7667.845384,0,5,0.060370299,,,230.9939423,230.9944153
765,150.9317294,1.786073333,nan,,,,1,ESTIMATED,150.9318 m/z @1.76 [global_positive_Batch1_C32.mzXML],150.9317807,1.762816667,1.762816667,1.904233333,0.141416667,80143.3125,396369.1523,0,11,0.0840692,,,150.9316711,150.9319763,ESTIMATED,150.9318 m/z @1.79 [global_positive_Batch1_C31.mzXML],150.9317738,1.788716667,1.759116667,1.9024,0.143283333,92577.32813,498597.7642,0,11,0.101192184,2.420326577,3.520422819,150.9316864,150.9318237,ESTIMATED,150.9318 m/z @1.80 [global_positive_Batch1_A2.mzXML],150.9317563,1.801866667,1.757316667,1.913016667,0.1557,81799.42969,473704.6024,0,12,0.127632398,1.747474747,2.198699298,150.9316864,150.9319611,DETECTED,150.9317 m/z @1.80 [global_positive_Batch1_A1.mzXML],150.9317017,1.802333333,1.7279,1.902583333,0.174683333,91465.9346,640112.0451,0,13,0.126906515,1.173421406,1.346842812,150.9314728,150.9319,ESTIMATED,150.9316 m/z @1.77 [global_positive_Batch2_QC10.mzXML],150.9316345,1.774633333,1.759516667,1.886916667,0.1274,64610.32422,251352.9811,0,10,0.06712727,4.029091748,6.437427885,150.9315186,150.9319305,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,260.1855857,9.774616667,nan,,,,1,ESTIMATED,260.1860 m/z @9.80 [global_positive_Batch1_C32.mzXML],260.1859741,9.79695,9.77995,9.865766667,0.085816667,2496.53833,11611.79348,0,6,0.121274174,2.524019608,4.048039216,260.1856995,260.1863098,ESTIMATED,260.1856 m/z @9.75 [global_positive_Batch1_C31.mzXML],260.1856166,9.7487,9.7487,9.850666667,0.101966667,4531.866699,18739.94638,0,7,0.078393648,,,260.1854553,260.1858826,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DETECTED,260.1856 m/z @9.77 [global_positive_Batch1_A1.mzXML],260.1856079,9.76645,9.7025,9.946466667,0.243966667,90702.38315,467664.7882,0,16,0.081560651,1.404137399,1.520962199,260.1854858,260.1860352,ESTIMATED,260.1851 m/z @9.79 [global_positive_Batch2_QC10.mzXML],260.185144,9.786366667,9.769,9.9231,0.1541,3799.680664,19038.36381,0,10,0.078910532,4.436660269,7.873320537,260.1847839,260.1853943,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,209.1167544,11.23261944,nan,,,,1,ESTIMATED,209.1169 m/z @11.21 [global_positive_Batch1_C32.mzXML],209.1169342,11.21261667,11.21261667,11.27023333,0.057616667,35318.78516,98109.86436,0,5,0.059816739,,,209.1166687,209.1172333,ESTIMATED,209.1167 m/z @11.22 [global_positive_Batch1_C31.mzXML],209.1167105,11.21766667,11.20375,11.4669,0.26315,67853.84375,590631.9222,0,19,0.07250055,9.454491018,17.90898204,209.1164856,209.1169586,ESTIMATED,209.1166 m/z @11.23 [global_positive_Batch1_A2.mzXML],209.1166011,11.23308333,11.20496667,11.28966667,0.0847,37589.21484,149411.358,0,7,0.162692426,1.506224066,2.012448133,209.1163635,209.1167297,DETECTED,209.1166 m/z @11.24 [global_positive_Batch1_A1.mzXML],209.1165771,11.2418,11.1711,11.3692,0.1981,81735.83862,503387.8388,0,15,0.104340035,1.400990099,1.639626949,209.1157074,209.1170044,ESTIMATED,209.1168 m/z @11.25 [global_positive_Batch2_QC10.mzXML],209.116835,11.246,11.20325,11.33358333,0.130333333,32658.4043,198229.4912,0,10,0.102080451,1.524366472,2.048732943,209.1166229,209.1170654,ESTIMATED,209.1169 m/z @11.24 [global_positive_Batch2_QC11.mzXML],209.1168683,11.24455,11.20208333,11.3616,0.159516667,33752.29297,226397.7408,0,12,0.140534366,1.878139717,2.756279435,209.1166077,209.1171112
768,403.006955,2.095558333,nan,,,,1,ESTIMATED,403.0073 m/z @2.15 [global_positive_Batch1_C32.mzXML],403.0072615,2.152966667,2.04145,2.8085,0.76705,124387.2109,2065968.462,0,56,0.274708331,3.323543232,4.704753433,403.0067139,403.0081787,ESTIMATED,403.0072 m/z @2.12 [global_positive_Batch1_C31.mzXML],403.0071986,2.1238,2.040116667,2.750866667,0.71075,117113.3281,2134143.283,0,52,0.241153944,5.081123476,6.642187532,403.0066528,403.0078125,ESTIMATED,403.0069 m/z @2.06 [global_positive_Batch1_A2.mzXML],403.0069314,2.061983333,2.034883333,2.4408,0.405916667,74085.76563,1105884.299,0,31,0.339794697,7.489237392,13.97847478,403.0065613,403.0074768,DETECTED,403.0071 m/z @2.08 [global_positive_Batch1_A1.mzXML],403.0070648,2.079966667,2.039733333,2.749616667,0.709883333,79817.90737,1443838.938,0,52,0.284047476,8.340234217,13.67732929,403.0065613,403.0083618,ESTIMATED,403.0066 m/z @2.08 [global_positive_Batch2_QC10.mzXML],403.0066022,2.08325,2.04115,2.3334,0.29225,244265.7344,2460543.599,0,22,0.260459558,2.985192549,4.679708409,403.0061646,403.0090332,ESTIMATED,403.0067 m/z @2.07 [global_positive_Batch2_QC11.mzXML],403.0066716,2.071383333,2.043083333,2.33745,0.294366667,236828.4844,2431684.313,0,22,0.560591663,4.482528648,7.704033878,403.0063171,403.0082092
769,293.1710964,2.015583333,nan,,,,1,ESTIMATED,293.1711 m/z @2.06 [global_positive_Batch1_C32.mzXML],293.1710739,2.055366667,2.0276,2.0696,0.042,5440.06543,7979.345164,0,4,0.041739596,0.756302521,0.512605042,293.1708679,293.1712646,ESTIMATED,293.1712 m/z @2.01 [global_positive_Batch1_C31.mzXML],293.1711792,2.01255,1.9987,2.053983333,0.055283333,7338.99707,16999.56676,0,5,0.067991306,1.995788207,2.991576414,293.171051,293.1713867,ESTIMATED,293.1711 m/z @1.98 [global_positive_Batch1_A2.mzXML],293.171051,1.981433333,1.96795,1.994733333,0.026783333,108119.4063,125618.3118,0,3,0.026783333,0.993201483,0.986402967,293.17099,293.1710815,DETECTED,293.1711 m/z @2.01 [global_positive_Batch1_A1.mzXML],293.1710815,2.012983333,1.972383333,2.079966667,0.107583333,76196.46738,274773.817,0,9,0.1673354,1.324917898,1.069523151,293.1703491,293.1719666,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
