row ID,row m/z,row retention time,row identity (main ID),row identity (all IDs),row identity (main ID + details),row comment,row number of detected peaks,global_negative_AB02707_2.mzXML Peak status,global_negative_AB02707_2.mzXML Peak name,global_negative_AB02707_2.mzXML Peak m/z,global_negative_AB02707_2.mzXML Peak RT,global_negative_AB02707_2.mzXML Peak RT start,global_negative_AB02707_2.mzXML Peak RT end,global_negative_AB02707_2.mzXML Peak duration time,global_negative_AB02707_2.mzXML Peak height,global_negative_AB02707_2.mzXML Peak area,global_negative_AB02707_2.mzXML Peak charge,global_negative_AB02707_2.mzXML Peak # data points,global_negative_AB02707_2.mzXML Peak FWHM,global_negative_AB02707_2.mzXML Peak tailing factor,global_negative_AB02707_2.mzXML Peak asymmetry factor,global_negative_AB02707_2.mzXML Peak m/z min,global_negative_AB02707_2.mzXML Peak m/z max,global_negative_BC00454_4.mzXML Peak status,global_negative_BC00454_4.mzXML Peak name,global_negative_BC00454_4.mzXML Peak m/z,global_negative_BC00454_4.mzXML Peak RT,global_negative_BC00454_4.mzXML Peak RT start,global_negative_BC00454_4.mzXML Peak RT end,global_negative_BC00454_4.mzXML Peak duration time,global_negative_BC00454_4.mzXML Peak height,global_negative_BC00454_4.mzXML Peak area,global_negative_BC00454_4.mzXML Peak charge,global_negative_BC00454_4.mzXML Peak # data points,global_negative_BC00454_4.mzXML Peak FWHM,global_negative_BC00454_4.mzXML Peak tailing factor,global_negative_BC00454_4.mzXML Peak asymmetry factor,global_negative_BC00454_4.mzXML Peak m/z min,global_negative_BC00454_4.mzXML Peak m/z max,global_negative_AB02720_2.mzXML Peak status,global_negative_AB02720_2.mzXML Peak name,global_negative_AB02720_2.mzXML Peak m/z,global_negative_AB02720_2.mzXML Peak RT,global_negative_AB02720_2.mzXML Peak RT start,global_negative_AB02720_2.mzXML Peak RT end,global_negative_AB02720_2.mzXML Peak duration time,global_negative_AB02720_2.mzXML Peak height,global_negative_AB02720_2.mzXML Peak area,global_negative_AB02720_2.mzXML Peak charge,global_negative_AB02720_2.mzXML Peak # data points,global_negative_AB02720_2.mzXML Peak FWHM,global_negative_AB02720_2.mzXML Peak tailing factor,global_negative_AB02720_2.mzXML Peak asymmetry factor,global_negative_AB02720_2.mzXML Peak m/z min,global_negative_AB02720_2.mzXML Peak m/z max,global_negative_BC00410_1.mzXML Peak status,global_negative_BC00410_1.mzXML Peak name,global_negative_BC00410_1.mzXML Peak m/z,global_negative_BC00410_1.mzXML Peak RT,global_negative_BC00410_1.mzXML Peak RT start,global_negative_BC00410_1.mzXML Peak RT end,global_negative_BC00410_1.mzXML Peak duration time,global_negative_BC00410_1.mzXML Peak height,global_negative_BC00410_1.mzXML Peak area,global_negative_BC00410_1.mzXML Peak charge,global_negative_BC00410_1.mzXML Peak # data points,global_negative_BC00410_1.mzXML Peak FWHM,global_negative_BC00410_1.mzXML Peak tailing factor,global_negative_BC00410_1.mzXML Peak asymmetry factor,global_negative_BC00410_1.mzXML Peak m/z min,global_negative_BC00410_1.mzXML Peak m/z max,global_negative_QC1_2.mzXML Peak status,global_negative_QC1_2.mzXML Peak name,global_negative_QC1_2.mzXML Peak m/z,global_negative_QC1_2.mzXML Peak RT,global_negative_QC1_2.mzXML Peak RT start,global_negative_QC1_2.mzXML Peak RT end,global_negative_QC1_2.mzXML Peak duration time,global_negative_QC1_2.mzXML Peak height,global_negative_QC1_2.mzXML Peak area,global_negative_QC1_2.mzXML Peak charge,global_negative_QC1_2.mzXML Peak # data points,global_negative_QC1_2.mzXML Peak FWHM,global_negative_QC1_2.mzXML Peak tailing factor,global_negative_QC1_2.mzXML Peak asymmetry factor,global_negative_QC1_2.mzXML Peak m/z min,global_negative_QC1_2.mzXML Peak m/z max,global_negative_QC1_1.mzXML Peak status,global_negative_QC1_1.mzXML Peak name,global_negative_QC1_1.mzXML Peak m/z,global_negative_QC1_1.mzXML Peak RT,global_negative_QC1_1.mzXML Peak RT start,global_negative_QC1_1.mzXML Peak RT end,global_negative_QC1_1.mzXML Peak duration time,global_negative_QC1_1.mzXML Peak height,global_negative_QC1_1.mzXML Peak area,global_negative_QC1_1.mzXML Peak charge,global_negative_QC1_1.mzXML Peak # data points,global_negative_QC1_1.mzXML Peak FWHM,global_negative_QC1_1.mzXML Peak tailing factor,global_negative_QC1_1.mzXML Peak asymmetry factor,global_negative_QC1_1.mzXML Peak m/z min,global_negative_QC1_1.mzXML Peak m/z max
35,304.9126903,1.427291667,nan,,,,5,DETECTED,304.9123 m/z @1.43 [global_negative_AB02707_2.mzXML],304.912323,1.43325,1.360166667,1.591766667,0.2316,130213.9446,654087.013,1,14,0.076971194,1.283691737,0.919334223,304.9119568,304.9124146,ESTIMATED,304.9123 m/z @1.44 [global_negative_BC00454_4.mzXML],304.9122688,1.440616667,1.331283333,1.620216667,0.288933333,89076.86719,437448.7528,0,17,0.07116919,1.018311007,0.903721343,304.9119263,304.9127747,DETECTED,304.9121 m/z @1.43 [global_negative_AB02720_2.mzXML],304.9121399,1.4254,1.3524,1.618916667,0.266516667,125581.2985,625264.0686,1,16,0.074253694,1.339911434,1.027830055,304.911377,304.912323,DETECTED,304.9151 m/z @1.44 [global_negative_BC00410_1.mzXML],304.9151001,1.435416667,1.36295,1.610116667,0.247166667,146986.4252,750377.5769,1,15,0.076261926,1.261641869,1.067154673,304.9147644,304.9152527,DETECTED,304.9124 m/z @1.42 [global_negative_QC1_2.mzXML],304.9124146,1.4168,1.343866667,1.5923,0.248433333,181013.3404,912573.7365,1,15,0.079131574,1.250924251,0.986881074,304.9121704,304.9125671,DETECTED,304.9119 m/z @1.41 [global_negative_QC1_1.mzXML],304.9118958,1.412266667,1.3395,1.621216667,0.281716667,194064.3933,988502.6143,1,17,0.07559692,1.472208913,1.449734488,304.9104614,304.912323
36,271.0689449,9.136677778,nan,,,,5,DETECTED,271.0686 m/z @9.13 [global_negative_AB02707_2.mzXML],271.068634,9.12625,9.036783333,9.61895,0.582166667,128463.6569,1479757.989,1,33,0.176425676,2.231403929,2.408017778,271.0684204,271.0687561,ESTIMATED,271.0686 m/z @9.14 [global_negative_BC00454_4.mzXML],271.0686377,9.138183333,9.01425,9.4753,0.46105,93401.80469,810783.6089,0,27,0.132402442,1.69997902,1.617625921,271.0684204,271.0690063,DETECTED,271.0685 m/z @9.12 [global_negative_AB02720_2.mzXML],271.068512,9.122733333,9.032283333,9.35875,0.326466667,113094.3538,1091220.672,1,19,0.153173615,1.935987736,2.098833777,271.0683899,271.068634,DETECTED,271.0706 m/z @9.16 [global_negative_BC00410_1.mzXML],271.0706482,9.159583333,9.053516667,9.70015,0.646633333,139521.5915,1375637.665,1,37,0.152597941,1.639010801,1.299879273,271.0699463,271.0708313,DETECTED,271.0686 m/z @9.14 [global_negative_QC1_2.mzXML],271.068634,9.139466667,9.033066667,9.760666667,0.7276,119073.1536,1401033.685,1,41,0.179504216,1.920661584,1.952708594,271.0683289,271.0688782,DETECTED,271.0686 m/z @9.13 [global_negative_QC1_1.mzXML],271.0686035,9.13385,9.0455,9.64035,0.59485,146423.8973,1570324.193,1,34,0.161438823,2.425980536,1.934389499,271.0683289,271.0687256
37,174.9554546,1.436127778,nan,,,,5,DETECTED,174.9552 m/z @1.43 [global_negative_AB02707_2.mzXML],174.9552078,1.43325,1.341683333,1.714366667,0.372683333,126071.0516,1436197.164,1,22,0.20998236,2.207396289,2.558830168,174.9550934,174.9553833,ESTIMATED,174.9552 m/z @1.44 [global_negative_BC00454_4.mzXML],174.955231,1.440616667,1.29415,1.799266667,0.505116667,71211.25,816204.5802,0,29,0.198477911,1.940076593,2.898059285,174.9549103,174.9554993,DETECTED,174.9551 m/z @1.44 [global_negative_AB02720_2.mzXML],174.9551239,1.443216667,1.3524,1.725566667,0.373166667,123209.0364,1421107.072,0,22,0.217211682,2.006797905,2.501072092,174.9550323,174.955307,DETECTED,174.9568 m/z @1.44 [global_negative_BC00410_1.mzXML],174.9568329,1.435416667,1.3445,1.73205,0.38755,145528.023,1723714.925,1,23,0.208298972,2.38901358,2.617679356,174.9566345,174.9570007,DETECTED,174.9553 m/z @1.43 [global_negative_QC1_2.mzXML],174.9552689,1.434616667,1.343866667,1.680766667,0.3369,139983.8357,1549279.391,1,20,0.202970401,1.859511098,2.431580299,174.9552002,174.9554443,DETECTED,174.9551 m/z @1.43 [global_negative_QC1_1.mzXML],174.9550629,1.42965,1.3395,1.674433333,0.334933333,172830.3768,1890533.417,0,20,0.210464366,1.857644666,2.528958317,174.9549561,174.9551392
38,307.2630846,13.17538611,nan,,,,1,DETECTED,307.2627 m/z @13.14 [global_negative_AB02707_2.mzXML],307.2626953,13.14178333,12.94796667,13.85813333,0.910166667,123276.354,2172990.609,1,57,0.269823949,1.646282576,1.722823515,307.2621155,307.2633667,ESTIMATED,307.2626 m/z @12.96 [global_negative_BC00454_4.mzXML],307.262594,12.9588,12.92368333,13.29025,0.366566667,19988.49023,160806.8519,0,22,0.260401667,4.447461898,5.911533406,307.2619629,307.2629089,ESTIMATED,307.2625 m/z @13.21 [global_negative_AB02720_2.mzXML],307.262499,13.20503333,12.91463333,13.50105,0.586416667,92443.96875,1499792.237,0,37,0.266904005,1.149965864,1.22346288,307.262207,307.2636719,ESTIMATED,307.2649 m/z @13.22 [global_negative_BC00410_1.mzXML],307.2649294,13.22305,12.92726667,13.55085,0.623583333,61474.23438,884912.4858,0,39,0.213503373,1.034131151,0.968672719,307.2626953,307.2654114,ESTIMATED,307.2629 m/z @13.20 [global_negative_QC1_2.mzXML],307.2628784,13.20115,13.15133333,13.2509,0.099566667,3480.132568,12079.39886,0,7,0.069250615,0.99933088,0.99866176,307.2625427,307.2633972,ESTIMATED,307.2629 m/z @13.32 [global_negative_QC1_1.mzXML],307.2629117,13.3225,13.10535,13.45413333,0.348783333,8938.345703,115845.2851,0,22,0.21011581,0.8030931,0.6061862,307.2626343,307.2633972
39,199.0371975,1.874986111,nan,,,,5,DETECTED,199.0368 m/z @1.88 [global_negative_AB02707_2.mzXML],199.03685,1.877766667,1.817016667,2.41265,0.595633333,120126.8405,883907.2616,0,41,0.050795315,5.025092193,6.58231702,199.0367584,199.0372162,ESTIMATED,199.0370 m/z @1.86 [global_negative_BC00454_4.mzXML],199.0369898,1.8639,1.781816667,2.2089,0.427083333,86721.26563,406217.3951,0,28,0.044379005,4.419189546,5.660510992,199.0363617,199.037262,DETECTED,199.0368 m/z @1.87 [global_negative_AB02720_2.mzXML],199.03685,1.873416667,1.811583333,2.568033333,0.75645,264064.7421,1966730.947,0,51,0.053907739,5.349107847,7.44123188,199.0366821,199.0373993,DETECTED,199.0388 m/z @1.88 [global_negative_BC00410_1.mzXML],199.0387573,1.8752,1.84675,2.323433333,0.476683333,242729.0716,1259372.199,0,34,0.057187605,5.251116511,6.880625057,199.0384369,199.0390167,DETECTED,199.0369 m/z @1.88 [global_negative_QC1_2.mzXML],199.0369415,1.876166667,1.814933333,2.426,0.611066667,138038.0595,1271483.604,0,42,0.069085811,5.291752394,7.78135946,199.0368195,199.037262,DETECTED,199.0368 m/z @1.88 [global_negative_QC1_1.mzXML],199.0367966,1.883466667,1.824333333,2.397433333,0.5731,196820.0732,1181758.791,0,40,0.050385157,3.939023731,5.615413638,199.0366364,199.0371399
40,384.9336976,1.577847222,nan,,,,4,DETECTED,384.9331 m/z @1.57 [global_negative_AB02707_2.mzXML],384.9331207,1.57485,1.4694,1.661283333,0.191883333,117942.8988,711111.0715,1,12,0.104128502,0.828697493,0.603823325,384.9317932,384.9332581,ESTIMATED,384.9333 m/z @1.60 [global_negative_BC00454_4.mzXML],384.933306,1.602616667,1.440616667,1.74665,0.306033333,57172.53516,400452.87,0,18,0.121722152,0.750556851,0.436499772,384.9319763,384.9347534,DETECTED,384.9330 m/z @1.57 [global_negative_AB02720_2.mzXML],384.9329529,1.567883333,1.46135,1.690016667,0.228666667,106323.196,669647.7752,1,14,0.109274326,0.864978112,0.628516707,384.9324951,384.9338989,DETECTED,384.9367 m/z @1.59 [global_negative_BC00410_1.mzXML],384.9367065,1.59315,1.470816667,1.679766667,0.20895,107189.819,716490.4406,1,13,0.113351894,0.784929736,0.435004821,384.9365234,384.9373474,ESTIMATED,384.9333 m/z @1.56 [global_negative_QC1_2.mzXML],384.9332687,1.558466667,1.434616667,1.680766667,0.24615,98309.44531,601238.0653,0,15,0.100058399,0.855648163,0.736409294,384.9317322,384.9339027,DETECTED,384.9328 m/z @1.57 [global_negative_QC1_1.mzXML],384.9328308,1.570116667,1.4645,1.674433333,0.209933333,100948.6732,617310.655,1,13,0.104088899,0.814841843,0.514916315,384.932312,384.9336243
41,92.92781569,1.826475,nan,,,,5,DETECTED,92.9277 m/z @1.78 [global_negative_AB02707_2.mzXML],92.92767334,1.784466667,1.608533333,2.4739,0.865366667,115162.9301,2868473.22,0,57,0.449549655,2.210295956,3.146632474,92.92760468,92.9278183,ESTIMATED,92.9277 m/z @1.75 [global_negative_BC00454_4.mzXML],92.92769964,1.74665,1.620216667,1.8639,0.243683333,48248.53516,409705.6806,0,15,0.146859363,0.9636831,1.073831255,92.92764282,92.9278389,DETECTED,92.9277 m/z @1.90 [global_negative_AB02720_2.mzXML],92.9276619,1.9027,1.601716667,2.49065,0.888933333,127515.5538,2912445.803,0,58,0.449213758,1.314843576,1.40891016,92.92756653,92.92778015,DETECTED,92.9285 m/z @1.77 [global_negative_BC00410_1.mzXML],92.92849731,1.767183333,1.626916667,1.8611,0.234183333,137548.0676,1275003.808,0,15,0.17823666,0.834778992,0.669557985,92.9284668,92.92860413,DETECTED,92.9277 m/z @1.96 [global_negative_QC1_2.mzXML],92.92772675,1.964383333,1.5923,2.426,0.8337,109814.0908,2877170.658,0,55,0.284260605,1.089549322,0.990983267,92.92759705,92.92790222,DETECTED,92.9276 m/z @1.79 [global_negative_QC1_1.mzXML],92.92763519,1.793466667,1.603966667,2.412833333,0.808866667,134553.4741,2915843.534,0,54,0.239349483,1.864930033,2.481428079,92.92752838,92.92773438
42,180.9723372,1.580677778,nan,,,,5,DETECTED,180.9721 m/z @1.57 [global_negative_AB02707_2.mzXML],180.972084,1.57485,1.45115,1.784466667,0.333316667,113994.3413,935874.6902,1,20,0.131059395,1.320544479,1.42991178,180.9719849,180.9723663,ESTIMATED,180.9722 m/z @1.60 [global_negative_BC00454_4.mzXML],180.9721684,1.602616667,1.440616667,1.815716667,0.3751,60717.01563,563405.0349,0,22,0.147109161,1.103139982,1.479550935,180.9720306,180.9723709,DETECTED,180.9720 m/z @1.57 [global_negative_AB02720_2.mzXML],180.9719696,1.567883333,1.46135,1.77855,0.3172,108054.779,896762.5194,0,19,0.13109302,1.496028659,1.496951987,180.9718933,180.9720917,DETECTED,180.9737 m/z @1.59 [global_negative_BC00410_1.mzXML],180.9737396,1.59315,1.453016667,1.767183333,0.314166667,132371.0962,1113483.275,1,19,0.134193408,1.168399986,1.017281598,180.9735718,180.973938,DETECTED,180.9721 m/z @1.58 [global_negative_QC1_2.mzXML],180.9721375,1.57545,1.452166667,1.766583333,0.314416667,102096.2362,811095.4482,0,19,0.121144166,1.52215292,0.862627325,180.9719086,180.97229,DETECTED,180.9719 m/z @1.57 [global_negative_QC1_1.mzXML],180.9719238,1.570116667,1.44695,1.72695,0.28,133272.6196,983701.4378,0,17,0.12162671,1.237787467,0.99780369,180.9718628,180.9720764
43,237.0900861,1.768676667,nan,,,,3,DETECTED,237.0901 m/z @1.80 [global_negative_AB02707_2.mzXML],237.0901184,1.800983333,1.591766667,2.39755,0.805783333,111528.0917,1752345.262,0,53,0.308174715,2.166901317,2.626984594,237.0899353,237.0904236,ESTIMATED,237.0901 m/z @1.66 [global_negative_BC00454_4.mzXML],237.0900828,1.655683333,1.637883333,1.6736,0.035716667,606.0358887,649.3674547,0,3,0.035716667,1.003277154,1.006554307,237.0900803,237.0900879,DETECTED,237.0901 m/z @1.78 [global_negative_AB02720_2.mzXML],237.0901108,1.77855,1.584866667,2.444016667,0.85915,111006.0545,1748271.73,1,56,0.169116428,2.221972063,2.945402453,237.0897522,237.0903625,UNKNOWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ESTIMATED,237.0901 m/z @1.80 [global_negative_QC1_2.mzXML],237.0901068,1.79925,1.506033333,1.876166667,0.370133333,77787.39063,684807.9829,0,23,0.114672872,0.665870537,0.378870508,237.08992,237.0903015,DETECTED,237.0900 m/z @1.81 [global_negative_QC1_1.mzXML],237.0900116,1.808916667,1.586866667,2.30795,0.721083333,101426.4158,1204585.652,0,48,0.103665986,1.428786475,2.021391832,237.0896912,237.0902557
44,452.9209398,1.577847222,nan,,,,3,DETECTED,452.9202 m/z @1.57 [global_negative_AB02707_2.mzXML],452.9202271,1.57485,1.4694,1.661283333,0.191883333,108968.8873,642559.1105,1,12,0.099946679,0.823258936,0.587488103,452.9194031,452.9205322,ESTIMATED,452.9205 m/z @1.60 [global_negative_BC00454_4.mzXML],452.9204719,1.602616667,1.458683333,1.691733333,0.23305,52231.78516,377415.2095,0,14,0.119444431,0.748520216,0.417352269,452.9200745,452.9215597,DETECTED,452.9200 m/z @1.57 [global_negative_AB02720_2.mzXML],452.9199677,1.567883333,1.46135,1.654016667,0.192666667,102662.6596,606796.2909,1,12,0.102962325,0.822009195,0.678370787,452.9199219,452.9204407,DETECTED,452.9245 m/z @1.59 [global_negative_BC00410_1.mzXML],452.9244843,1.59315,1.470816667,1.6617,0.190883333,100608.7773,611540.3236,1,12,0.100919016,0.715686378,0.403721344,452.9237671,452.9247131,ESTIMATED,452.9204 m/z @1.56 [global_negative_QC1_2.mzXML],452.9204391,1.558466667,1.452166667,1.662833333,0.210666667,88415.15625,543147.0147,0,13,0.113953524,0.819248829,0.703896096,452.9183044,452.9215597,ESTIMATED,452.9200 m/z @1.57 [global_negative_QC1_1.mzXML],452.920049,1.570116667,1.44695,1.674433333,0.227483333,96753.79688,555764.4115,0,14,0.098807454,0.809833849,0.519439988,452.9191589,452.9215597
45,102.9565518,1.708930556,nan,,,,5,DETECTED,102.9564 m/z @1.73 [global_negative_AB02707_2.mzXML],102.9564018,1.7324,1.591766667,1.995333333,0.403566667,108078.4911,1160831.594,0,26,0.188955051,0.976239494,1.233714104,102.9563293,102.9564972,ESTIMATED,102.9564 m/z @1.71 [global_negative_BC00454_4.mzXML],102.9564395,1.709866667,1.58495,1.847733333,0.262783333,53620.83594,418001.2687,0,16,0.142652998,1.089390695,1.189438963,102.9562607,102.9565742,DETECTED,102.9563 m/z @1.71 [global_negative_AB02720_2.mzXML],102.9563332,1.707516667,1.584866667,1.843216667,0.25835,96710.02991,1018084.938,0,16,0.184060532,1.053200163,1.01802157,102.9563065,102.9564133,DETECTED,102.9574 m/z @1.68 [global_negative_BC00410_1.mzXML],102.9573708,1.679766667,1.610116667,1.975566667,0.36545,132688.7016,1309974.753,0,24,0.165695959,2.525949467,2.156008206,102.9573059,102.9575653,DETECTED,102.9564 m/z @1.75 [global_negative_QC1_2.mzXML],102.9564323,1.7496,1.5923,1.964383333,0.372083333,98135.9683,1118863.89,0,24,0.203703656,1.094134152,0.898933516,102.9563522,102.9565201,DETECTED,102.9563 m/z @1.67 [global_negative_QC1_1.mzXML],102.9563332,1.674433333,1.586866667,1.839516667,0.25265,105977.0482,1196626.505,0,16,0.203449891,1.44261515,1.885230301,102.9562683,102.956398
46,270.7968087,1.861505556,nan,,,,2,DETECTED,270.7964 m/z @1.92 [global_negative_AB02707_2.mzXML],270.7964172,1.921666667,1.625716667,2.367416667,0.7417,103419.6797,2036486.465,0,49,0.294171059,1.149904934,1.112555844,270.795929,270.796936,ESTIMATED,270.7965 m/z @1.80 [global_negative_BC00454_4.mzXML],270.7965001,1.799266667,1.637883333,1.8639,0.226016667,45128.875,314675.6426,0,14,0.16961454,0.700247857,0.387475703,270.7964172,270.7966309,DETECTED,270.7964 m/z @1.92 [global_negative_AB02720_2.mzXML],270.7964172,1.917816667,1.618916667,2.397833333,0.778916667,108969.1042,2209402.897,0,51,0.170501483,1.163461419,1.147794746,270.7960815,270.7970276,ESTIMATED,270.7987 m/z @1.80 [global_negative_BC00410_1.mzXML],270.7987118,1.800516667,1.626916667,1.8752,0.248283333,86719.36719,654419.7809,0,16,0.106896108,0.715101767,0.398881523,270.7964172,270.7991333,ESTIMATED,270.7966 m/z @1.91 [global_negative_QC1_2.mzXML],270.7966097,1.905433333,1.861666667,2.379783333,0.518116667,95639.46875,1155374.319,0,36,0.175262776,5.14802226,7.693134578,270.7964172,270.7970276,ESTIMATED,270.7962 m/z @1.82 [global_negative_QC1_1.mzXML],270.796196,1.824333333,1.621216667,1.8693,0.248083333,98007.67969,857409.8319,0,16,0.185094934,0.610691721,0.221383441,270.79599,270.7963257
47,178.0504755,9.674861111,nan,,,,3,DETECTED,178.0502 m/z @9.67 [global_negative_AB02707_2.mzXML],178.0502396,9.673566667,9.56365,10.057,0.49335,101715.9152,808483.286,1,28,0.112175512,1.447940569,1.543716133,178.0500946,178.0506134,ESTIMATED,178.0502 m/z @9.66 [global_negative_BC00454_4.mzXML],178.0502312,9.65505,9.565566667,9.79845,0.232883333,11048.16699,64113.3961,0,14,0.095339704,1.370004048,1.599398865,178.0500641,178.050415,ESTIMATED,178.0501 m/z @9.66 [global_negative_AB02720_2.mzXML],178.0501358,9.6564,9.546166667,9.914833333,0.368666667,27336.43359,214528.2949,0,21,0.109636878,1.577295903,2.027042717,178.0500183,178.0503642,ESTIMATED,178.0514 m/z @9.70 [global_negative_BC00410_1.mzXML],178.0513936,9.70015,9.555033333,9.901183333,0.34615,61333.13672,369516.9133,0,20,0.088090558,1.127151084,1.088600346,178.0503642,178.0516815,DETECTED,178.0503 m/z @9.67 [global_negative_QC1_2.mzXML],178.0502777,9.669616667,9.55915,10.15693333,0.597783333,135143.4978,1128045.273,1,34,0.115564159,1.591266259,1.733704666,178.0501099,178.0534668,DETECTED,178.0506 m/z @9.69 [global_negative_QC1_1.mzXML],178.0505753,9.694383333,9.5851,10.20233333,0.617233333,211278.3286,1459440.091,1,36,0.097072276,1.208861993,1.169079722,178.0500641,178.0532837
48,429.1531319,9.142327778,nan,,,,3,DETECTED,429.1525 m/z @9.14 [global_negative_AB02707_2.mzXML],429.1524963,9.14325,9.0553,9.303283333,0.247983333,100864.3605,588674.1547,1,15,0.088549316,1.215713161,1.380467578,429.1523743,429.1528015,ESTIMATED,429.1528 m/z @9.14 [global_negative_BC00454_4.mzXML],429.1528297,9.138183333,9.0504,9.25945,0.20905,73635.32813,352231.9024,0,13,0.074999885,1.160691153,1.509177765,429.1525269,429.1535797,ESTIMATED,429.1526 m/z @9.12 [global_negative_AB02720_2.mzXML],429.1525915,9.122733333,9.0136,9.302916667,0.289316667,78724.27344,441851.2319,0,17,0.08111296,1.309430442,1.489133093,429.1522217,429.1537781,DETECTED,429.1558 m/z @9.16 [global_negative_BC00410_1.mzXML],429.155777,9.159583333,9.072116667,9.264416667,0.1923,122611.8397,632245.8601,1,12,0.082879818,0.989306613,1.024542088,429.1555786,429.1559448,ESTIMATED,429.1526 m/z @9.14 [global_negative_QC1_2.mzXML],429.152631,9.139466667,9.033066667,9.316516667,0.28345,94182.5625,563698.4529,0,17,0.09183624,1.195684088,1.332637467,429.1523438,429.1535797,DETECTED,429.1525 m/z @9.15 [global_negative_QC1_1.mzXML],429.1524658,9.15075,9.06395,9.255416667,0.191466667,155701.6971,835206.5554,1,12,0.084668701,1.004487554,0.973018916,429.1524048,429.1529236
49,452.2768078,13.12635278,nan,,,,4,DETECTED,452.2762 m/z @13.14 [global_negative_AB02707_2.mzXML],452.2762451,13.14178333,12.90076667,13.7139,0.813133333,100159.0395,1052817.644,1,51,0.143598637,0.97150397,0.698545266,452.2756348,452.2771912,ESTIMATED,452.2760 m/z @13.08 [global_negative_BC00454_4.mzXML],452.2759646,13.0813,12.92368333,13.27278333,0.3491,62088.94922,461317.6529,0,21,0.099559535,0.986428839,1.060191013,452.2754822,452.2763062,DETECTED,452.2759 m/z @13.12 [global_negative_AB02720_2.mzXML],452.2758789,13.12251667,12.89895,13.7262,0.82725,145066.3609,1494943.37,1,52,0.135509907,0.944705611,0.777647269,452.2746887,452.2763672,ESTIMATED,452.2795 m/z @13.16 [global_negative_BC00410_1.mzXML],452.2795202,13.15573333,12.88033333,13.39155,0.511216667,99019.53125,949174.4441,0,32,0.121157991,0.894429829,0.606654916,452.2763405,452.2802429,DETECTED,452.2766 m/z @13.13 [global_negative_QC1_2.mzXML],452.2765503,13.13483333,12.90153333,13.65465,0.753116667,240326.7308,2485182.834,1,47,0.141277683,0.994148152,0.941562888,452.2759705,452.2769165,DETECTED,452.2767 m/z @13.12 [global_negative_QC1_1.mzXML],452.2766876,13.12195,12.9058,13.60575,0.69995,290269.3902,2550045.717,1,44,0.115972055,0.957474381,0.836181197,452.2759705,452.2773743
50,179.0556924,9.470630556,nan,,,,1,DETECTED,179.0566 m/z @9.47 [global_negative_AB02707_2.mzXML],179.0566406,9.471316667,9.396966667,9.56365,0.166683333,79244.07913,522649.8807,1,10,0.113859946,1.12093701,1.241874019,179.0565948,179.0567017,ESTIMATED,179.0553 m/z @9.28 [global_negative_BC00454_4.mzXML],179.0553414,9.277566667,9.1722,9.40315,0.23095,2199.373535,23382.66155,0,14,0.241866286,1.095934831,1.191869661,179.0550842,179.0554657,ESTIMATED,179.0553 m/z @9.23 [global_negative_AB02720_2.mzXML],179.0553055,9.2286,9.174366667,9.302916667,0.12855,4783.32666,29523.88557,0,8,0.222019957,1.18515673,1.37031346,179.0552368,179.0553589,ESTIMATED,179.0574 m/z @9.48 [global_negative_BC00410_1.mzXML],179.0573631,9.4823,9.246516667,9.6458,0.399283333,28471.37109,205732.8866,0,23,0.089673685,1.398204199,0.980813596,179.0564728,179.0581665,ESTIMATED,179.0548 m/z @9.67 [global_negative_QC1_2.mzXML],179.0548273,9.669616667,9.391,9.833716667,0.442716667,12601.34863,139935.2512,0,25,0.254878295,0.794490638,0.588981277,179.0527954,179.0568085,ESTIMATED,179.0547 m/z @9.69 [global_negative_QC1_1.mzXML],179.0546762,9.694383333,9.548616667,9.94535,0.396733333,20201.45508,147518.6181,0,23,0.085313028,1.360850675,0.909011967,179.0527954,179.0563202
51,271.226775,12.505475,nan,,,,3,DETECTED,271.2263 m/z @12.51 [global_negative_AB02707_2.mzXML],271.2263489,12.5102,12.41411667,12.68165,0.267533333,42261.12065,432329.5762,0,18,0.173844834,1.392194276,1.784388552,271.2261963,271.2265625,ESTIMATED,271.2264 m/z @12.44 [global_negative_BC00454_4.mzXML],271.2263657,12.44108333,12.31913333,12.64573333,0.3266,4844.310547,52638.44894,0,20,0.169665281,1.339073391,1.263558052,271.2259216,271.2266846,ESTIMATED,271.2262 m/z @12.51 [global_negative_AB02720_2.mzXML],271.2262082,12.50578333,12.34383333,12.61706667,0.273233333,49840.89844,473789.3922,0,18,0.165768554,0.844123354,0.864216124,271.2260437,271.2263184,DETECTED,271.2285 m/z @12.52 [global_negative_BC00410_1.mzXML],271.2285156,12.51986667,12.4225,12.72328333,0.300783333,101072.1808,916673.8711,1,20,0.137077119,1.544590894,2.085306803,271.2283936,271.2286682,ESTIMATED,271.2265 m/z @12.52 [global_negative_QC1_2.mzXML],271.2264964,12.51933333,12.3537,12.73428333,0.380583333,69907.10938,759769.8712,0,24,0.165571915,1.210026883,1.783282453,271.2263794,271.2266541,DETECTED,271.2267 m/z @12.54 [global_negative_QC1_1.mzXML],271.2267151,12.53658333,12.42343333,12.84058333,0.41715,130971.7683,1436136.945,0,27,0.157686012,1.843349536,2.874450326,271.226593,271.2268372
